Age,BaCa,Ce,Dy,Er,Eu,Gd,Ho,La,Lu,MnCa,Nd,Pr,Sm,SrCa,Tb,Tm,Y,Yb,YCa
2005.00137,0.00482,29.1,14,9.9,2.4,12,3.4,26.8,1.1,0.00247,29.5,6.3,8.7,9.1,1.9,1.4,169,7.3,0.000197
2005.086301,0.00505,26.3,11.6,8.5,2.3,11.3,3,23.8,1,0.00244,27.1,5.8,6.9,8.97,1.7,1.3,149,6.6,0.000196
2005.163014,0.00541,29.3,13,9,2.4,12.1,3.2,25.8,1.1,0.0024,29.3,6.4,7.6,9.01,1.9,1.4,160,7,0.000193
2005.247945,0.00577,32.9,14.5,9.5,2.6,13,3.5,27.9,1.1,0.00236,31.8,7,8.3,9.07,2,1.5,174,7.6,0.000192
2005.330137,0.00683,30,13.3,9.5,2.6,12.4,3.3,25.6,1.1,0.00232,29.8,6.5,8.5,9.1,2.1,1.4,164,7.2,0.000192
2005.415068,0.00797,26.5,12,9.4,2.5,11.7,3.1,22.8,1.1,0.00227,27.4,5.8,8.6,9.14,2.1,1.3,152,6.7,0.000195
2005.49726,0.00711,27.7,12.2,9.2,2.6,11.9,3.1,23.3,1,0.00224,27.2,5.8,7.9,9.22,1.9,1.2,154,6.8,0.000196
2005.582192,0.00623,29.1,12.5,9.1,2.7,12,3.1,23.8,1,0.00222,26.9,5.8,7.2,9.3,1.8,1.2,157,6.9,0.000196
2005.667123,0.0057,32.4,13,9.4,2.5,12.1,3.3,23.9,1.1,0.0022,26.8,6,7.8,9.22,2,1.3,164,7.1,0.000199
2005.749315,0.00519,35.3,13.5,9.7,2.2,12.2,3.3,24,1.2,0.00221,26.7,6.2,8.5,9.14,2.3,1.3,167,7.2,0.000201
2005.834247,0.00509,35.8,13.3,9.7,2.2,12.2,3.3,24.4,1.1,0.00231,27.5,6.4,8.3,9.09,2.2,1.3,165,7.3,0.000201
2005.916438,0.00503,36,13,9.5,2.3,12.2,3.3,24.8,1.1,0.00243,28.4,6.5,8,9.04,2.1,1.3,165,7.4,0.000199
2006.00137,0.00504,36.9,12.6,9.4,2.3,12.2,3.2,25.2,1,0.00254,29.3,6.7,7.7,9.03,2,1.2,164,7.4,0.000195
2006.086301,0.00506,38,12.3,9.3,2.4,12.2,3.3,25.5,0.9,0.00261,30.1,6.8,7.4,9.01,1.8,1.2,167,7.4,0.000199
2006.163014,0.00537,37.7,12.3,8.6,2.5,12,3.3,24.5,0.9,0.00262,29.4,6.7,7.7,9.04,1.8,1.2,169,7,0.000205
2006.247945,0.00569,36.9,12.3,7.9,2.7,11.7,3.2,23.7,0.9,0.00264,28.5,6.5,8,9.08,1.7,1.1,160,6.5,0.000207
2006.330137,0.00717,35.3,12.1,7.9,2.5,11.2,2.9,23.1,1,0.00262,26.5,6.1,8,9.17,1.7,1.1,148,5.8,0.000208
2006.415068,0.00876,34.1,11.8,7.9,2.3,10.7,2.7,22.6,1,0.0025,24.4,5.7,7.9,9.27,1.8,1.1,135,5,0.000211
2006.49726,0.00837,34.3,12.5,9.1,2.4,11.8,2.8,24.4,1,0.00236,26.2,5.8,7.7,9.28,1.9,1.2,139,5.3,0.000213
2006.582192,0.00796,33.8,13.2,10.4,2.6,12.8,3,26.2,1,0.00225,28,6,7.6,9.29,1.9,1.4,146,5.8,0.000215
2006.667123,0.00736,33.1,13,9.6,2.7,12.3,2.9,25.3,1.1,0.00218,27.5,5.9,7.5,9.21,1.9,1.3,143,5.9,0.000214
2006.749315,0.00674,32.2,12.7,8.6,2.8,11.7,2.7,24.2,1.1,0.00218,26.9,5.8,7.4,9.13,1.8,1.2,135,5.9,0.000209
2006.834247,0.00591,37.3,14.5,9.4,2.9,12.7,3.1,25.7,1.1,0.00221,29.2,6.6,8.4,9.09,2,1.3,154,6.6,0.000206
2006.916438,0.00505,43.5,16.5,10.3,3.1,13.7,3.6,27.3,1.2,0.00224,31.8,7.5,9.5,9.06,2.3,1.4,184,7.6,0.000206
2007.00137,0.00545,38.2,14.7,9.6,2.8,12.4,3.5,25.1,1.1,0.00228,29.5,6.8,8.5,9.03,2,1.3,179,7.7,0.000205
2007.086301,0.00587,32.7,12.9,9,2.5,11,3.1,23,0.9,0.00235,27.2,6.1,7.5,8.99,1.7,1.3,165,7.3,0.000205
2007.163014,0.00563,34.9,13.6,9,2.8,11.5,3.4,25.8,0.9,0.00242,30,6.6,8.1,9.06,2,1.2,178,8.1,0.000205
2007.247945,0.00545,34.4,13.6,8.9,2.9,11.9,3.4,26.6,0.9,0.00242,31.5,6.6,8.5,9.13,2.1,1.2,179,8.5,0.000205
2007.330137,0.00542,27.7,12.5,8.8,2.7,11.8,3.2,24.1,1,0.00239,30.5,5.8,8.4,9.2,2.1,1.1,164,8.2,0.000205
2007.415068,0.00589,44.4,14.4,10,3.2,14.6,4.2,33.2,1.1,0.00235,38,8.1,10.3,9.25,2.3,1.3,214,10,0.000205
2007.49726,0.00644,55.5,16.1,10.7,3.5,16.3,4.7,39.6,1.2,0.00235,44.1,9.7,11.3,9.3,2.5,1.4,239,11.1,0.000202
2007.582192,0.00708,55.8,17,10.4,3.7,16.1,4.7,40.7,1.2,0.00236,47.7,10.2,10.9,9.32,2.6,1.3,239,11.5,0.000202
2007.667123,0.00655,45.7,16.2,10.3,2.8,13.8,4,33.1,1.2,0.00236,37.4,8.2,9.7,9.29,2.3,1.3,202,8.9,0.000206
2007.749315,0.00605,35.1,14.8,9.7,2.2,12.1,3.3,26.9,1.1,0.00235,29.5,6.4,8.2,9.27,2,1.3,164,6.9,0.000207
2007.834247,0.00569,25.2,12.5,8.5,2,11.4,2.7,23.3,1,0.00238,26.3,5.2,6.4,9.28,1.7,1.2,135,6.1,0.000205
2007.916438,0.00581,26.7,13.3,9.2,2.2,11.4,2.8,23.9,1.1,0.00244,27.1,5.5,7.1,9.24,1.9,1.2,141,6.2,0.000204
2008.001366,0.00569,27.9,13.7,9.5,2.4,11.4,2.8,24.2,1,0.00251,27.1,5.7,7.4,9.21,2,1.2,143,6.2,0.000204
2008.086066,0.00514,26.8,13.4,8.8,2.6,11.6,2.8,23.7,1,0.00256,25.5,5.4,7.1,9.19,1.8,1.2,141,5.9,0.000205
2008.165301,0.00506,30.7,13.9,9.1,2.5,12.7,3.1,24.6,1,0.0026,27.2,6,7.7,9.24,2,1.2,153,6.4,0.000203
2008.25,0.00501,35.9,14.4,9.4,2.5,13.8,3.3,25.6,1,0.00259,29.2,6.6,8.4,9.29,2.1,1.2,166,6.9,2.00E-04
2008.331967,0.0058,34.4,14.2,9.5,2.6,13.3,3.4,25.7,1,0.00257,29.7,6.5,8.4,9.26,2.1,1.2,169,6.9,0.000206
2008.416667,0.00667,32.8,13.9,9.6,2.7,12.7,3.1,26,1,0.0026,30,6.4,8.3,9.22,2.1,1.2,154,6.5,0.000212
2008.498634,0.00927,29.7,13.6,9.3,2.8,13,2.9,25.2,1,0.00266,29.3,5.9,8.2,9.26,1.9,1.2,145,6.4,0.000214
2008.583333,0.01188,26.4,13.4,9,2.8,13.2,2.8,24.3,1,0.00269,28.7,5.5,8.1,9.31,1.8,1.1,138,6.2,0.000216
2008.668033,0.01083,41.4,14.1,9.8,2.8,14.2,3,28.5,1,0.0027,32.6,7.2,9.1,9.27,2,1.1,149,6.7,0.000218
2008.75,0.009,50.7,14.4,10.2,2.9,14.3,3.3,30.7,1.1,0.00274,34.4,8.1,9.5,9.22,2,1.2,163,7.2,0.000221
2008.834699,0.00623,45.4,14,9.9,3.1,13.1,3,29.8,1.2,0.00287,32.3,7.5,8.7,9.16,2,1.3,153,6.7,0.00022
2008.916667,0.00573,43.7,14.5,10.2,3.2,13.5,2.9,30.7,1.2,0.00296,32.5,7.3,8.5,9.16,2.1,1.3,146,6.6,0.000212
2009.00137,0.00538,39.9,14,9.7,2.9,13,2.9,29.3,1.1,0.00297,32.1,7,8.1,9.11,2.2,1.3,147,6.7,0.000206
2009.086301,0.00509,32.8,12.3,8,2.2,11.1,2.5,24.7,0.9,0.00296,30.5,6.3,7.3,9,1.9,1.2,126,6.4,0.000202
2009.163014,0.00493,29.1,11.6,8.8,2.5,10.9,2.4,24.9,0.9,0.00302,28,5.8,6.7,9.05,2,1.2,119,5.9,0.000199
2009.247945,0.00496,38.4,12.5,9,2.8,12,3.1,26.5,0.9,0.00298,29.5,6.9,7.4,9.1,1.9,1.2,153,6.4,0.000197
2009.330137,0.00555,36.6,13.2,9.2,2.7,12.7,3.1,26.7,1,0.00285,31,6.9,7.7,9.14,1.9,1.2,157,6.6,0.000193
2009.415068,0.00654,31.5,13.2,9.5,2.5,12.5,2.9,25.8,1.1,0.00271,30.5,6.4,7.7,9.18,1.9,1.2,150,6.4,0.000192
2009.49726,0.00789,44.7,14.1,10,2.8,12.6,3.6,29.3,1,0.00263,32.8,7.9,9.2,9.21,2.1,1.3,186,7.2,0.000195
2009.582192,0.01114,73.5,20.7,13,4.4,17.8,6,49.7,1.4,0.0026,60.3,13.7,14.5,9.27,3,1.8,314,13.5,0.000198
2009.667123,0.0063,38.9,14.6,10.2,3,13.5,3.7,31.7,1.3,0.00257,35.7,7.6,9.9,9.24,2.1,1.4,196,7.9,0.000199
2009.749315,0.00534,36.8,14,10.9,3.1,13.7,3.7,29.7,1.2,0.00251,36.4,7.5,8.9,9.12,2.1,1.4,192,8.1,0.000199
2009.834247,0.00547,95.3,16.1,10.8,3.7,16.4,6.6,71.9,1.2,0.00261,54.3,14.9,12.3,9.02,2.5,1.5,350,12.4,2.00E-04
2009.916438,0.00473,36.6,13.4,9.2,2.9,11.9,3.5,30.5,1,0.00275,31,7,9.4,9.11,2,1.2,184,7.2,0.000201
2010.00137,0.00449,32.6,13.5,9,2.4,12.5,3.3,26.2,1,0.00287,28.8,6.3,7.6,9.05,1.9,1.4,175,6.7,0.000208
2010.086301,0.00427,55.6,13.2,7.6,2.9,12.4,4.2,31,1,0.00293,34.4,9.1,8.6,9.04,2,1.2,217,8,0.000208
2010.163014,0.00464,49,13.4,8.3,2.9,12.6,3.7,29.9,1,0.00297,33.7,8.4,8.6,9.07,2,1.3,187,7.7,0.000202
2010.247945,0.00504,42.3,13.6,9,3,12.9,3.5,28,1,0.00297,32.6,7.6,8.6,9.11,2.1,1.4,178,7.3,0.000205
2010.330137,0.0055,36.3,12.8,8.8,2.5,11.9,3.2,25.5,0.9,0.00296,30,6.7,8,9.14,1.9,1.3,164,6.6,0.00021
2010.415068,0.00597,30.2,12,8.5,2,10.9,2.7,23.1,0.8,0.00295,27.2,5.8,7.3,9.17,1.8,1.1,135,6,0.000204
2010.49726,0.00674,32.2,12.3,8.8,2.2,11.4,2.7,24,0.9,0.00295,28.1,6,7.3,9.19,1.8,1.2,138,6.3,0.000202
2010.582192,0.00751,33.1,12.7,9.1,2.5,12,2.8,24.9,1,0.00293,29.1,6.3,7.2,9.22,1.8,1.2,141,6.5,0.000199
2010.667123,0.00714,30.7,12,8.7,2.1,11.9,2.6,23.3,1,0.00293,26.6,5.8,7.6,9.16,1.9,1.2,132,5.9,0.000203
2010.749315,0.00622,37,12.5,8.6,2.7,13,3.2,27.3,1.1,0.00291,31.4,7,8.7,9.12,1.9,1.3,162,6.9,0.000211
2010.834247,0.00563,36.9,12.7,8.6,2.9,13.1,3.2,27.9,1,0.00291,32.5,7.2,9.1,9.1,1.9,1.2,162,7.1,0.000208
2010.916438,0.0056,31.5,12,8.4,2.5,12.2,2.8,24.7,0.9,0.00302,29.1,6.3,8.1,9.04,1.9,1.1,142,6.4,0.000204
2011.00137,0.0058,28.8,11.1,8,2.3,11.1,2.7,23,0.9,0.00325,26.5,5.7,6.3,8.96,1.8,1.2,137,5.7,0.000207
2011.086301,0.00552,27.8,12.4,8.7,2.6,10.7,2.8,24.1,1,0.00327,28.1,5.8,7.6,8.97,1.9,1.2,143,5.8,0.000209
2011.163014,0.00552,30.1,13.3,8.8,2.4,11.3,2.9,25.7,1,0.00312,28.9,6.1,7.2,8.97,2,1.2,146,5.8,0.000203
2011.247945,0.00497,28.7,12.2,8.6,2.3,12.5,2.8,24.8,1.1,0.00303,28.9,5.9,7.3,9.01,1.8,1.3,141,5.9,0.000193
2011.330137,0.00515,66.5,18.9,11.9,4.1,16.9,4.9,41.7,1.5,0.00301,48.3,11.5,13.2,9.14,2.8,1.7,251,10,0.000184
2011.415068,0.00613,38.6,15.6,9.4,2.9,13,3.7,29.3,1,0.00302,38.6,7.9,9.1,9.17,2.2,1.3,187,8.3,0.000182
2011.49726,0.0074,33.2,12.3,7.8,2.4,11.3,3.1,24.2,1,0.00286,30.5,6.5,7.2,9.12,1.7,1.1,159,6.6,0.000182
2011.582192,0.01074,45.5,14.9,10.7,3.5,14.3,4.2,35.2,1.6,0.00253,39.3,8.7,9.5,9.29,2.5,1.6,218,8.7,0.000182
2011.667123,0.01192,31.1,12.7,8.2,2.4,11.2,3,25.3,1.1,0.00241,27.8,6.1,7.9,9.11,1.9,1.1,159,6.2,0.000182
2011.749315,0.00989,34.7,13.5,8.5,2.6,12.5,3.3,26.9,1.1,0.00251,29.8,6.7,8.7,9.15,1.9,1.1,171,6.7,0.000184
2011.834247,0.00775,45.9,15.4,9.9,3.2,15.2,4,32.8,1.2,0.00257,36.6,8.4,10.4,9.12,2.3,1.3,201,7.9,0.000191
2011.916438,0.00655,50.8,16.5,10.6,3.5,16.5,4.4,35.6,1.2,0.00259,40.7,9.2,11.3,8.99,2.6,1.4,226,8.9,0.000199
2012.001366,0.0059,42.1,15.8,9.9,3.4,14.7,4,32.8,1.1,0.00265,38.7,8.1,10.3,8.95,2.4,1.4,204,8.3,0.000205
2012.086066,0.00583,32.1,13.3,7.6,2.6,10.6,3.1,25.9,0.9,0.00277,30,6.2,7.7,8.93,1.7,1.1,156,6.6,0.000208
2012.165301,0.00586,32.4,12.9,7.7,2.6,10.7,3.1,25.4,0.9,0.00289,29.4,6.1,7.6,8.97,1.7,1.1,156,6.6,0.00021
2012.25,0.00589,32.2,12.6,7.9,2.6,11,3.2,25.3,0.9,0.00292,29.2,6.1,7.7,9.01,1.8,1.2,162,6.6,0.000214
2012.331967,0.00592,32.5,12.4,8.1,2.6,11.3,3.2,25.2,0.9,0.0029,29.1,6,7.8,9.06,1.8,1.2,164,6.7,0.000215
2012.416667,0.00634,30.5,12,8.1,2.6,11.3,2.9,24.5,0.9,0.00283,27.5,5.8,7.6,9.08,1.8,1.2,155,6.7,0.00021
2012.498634,0.00677,28.7,11.6,8.2,2.5,11.2,2.5,23.9,0.9,0.0028,26,5.6,7.3,9.11,1.7,1.3,133,6.2,0.000209
2012.583333,0.00721,27.2,11.2,8.2,2.5,11.2,2.3,23.2,0.9,0.00275,24.4,5.3,7.1,9.13,1.7,1.3,120,5.6,0.000221
2012.668033,0.01023,26.3,10.6,7.8,2.2,10.4,2.2,21.1,0.8,0.00264,25.1,5.4,7.3,9.07,1.6,1.1,113,5.4,0.000239
2012.75,0.00898,24.9,11.6,8,2.2,10.6,2.2,22,0.8,0.00252,25.7,5.5,7,9.07,1.6,1.1,114,5.4,0.000254
2012.834699,0.00718,29.3,13.3,9,2.6,12.3,2.8,27.1,1,0.00251,32.4,6.6,8.5,9.06,1.9,1.2,138,6.8,0.000265
2012.916667,0.00654,30.6,13.3,9.4,2.9,12.3,2.9,28,1,0.00257,32.3,6.7,8.1,9.06,2,1.2,143,6.8,0.000272
2013.00137,0.00626,47.8,15.7,9.8,3.5,15.1,4,36,1.1,0.0027,44,9.6,10.2,9.02,2.3,1.3,200,9.3,0.000277
2013.086301,0.00646,32.7,13.6,9,2.6,12.7,3.1,26.3,1,0.00273,29.9,6.4,7.5,9.01,2,1.2,156,6.3,0.000277
2013.163014,0.00725,35.9,13.6,9.2,2.7,13.3,3.5,27.4,0.9,0.00271,33.5,6.9,8.1,9.05,2.1,1.3,177,7.2,0.000265
2013.247945,0.00903,35.4,14.3,9.9,2.7,12.8,3.5,26.8,1.1,0.0027,29.6,6.4,8,9.19,2,1.3,181,6.6,0.000248
2013.330137,0.01074,32.6,13.1,8.8,2.4,11.6,3.2,24.1,1,0.00273,26.4,5.8,7.4,9.22,2,1.3,167,6,0.000231
2013.415068,0.01102,31.8,11.6,8.1,2.1,11.2,2.9,21.2,0.9,0.00276,24.6,5.5,7.1,9.15,1.7,1.1,150,5.6,0.000215
2013.49726,0.00814,41.3,13.5,10.4,2.8,13.1,3.4,28.3,1.2,0.00278,30.7,6.9,8.4,9.18,2.1,1.3,181,7.1,0.000206
2013.582192,0.00645,53.4,20.3,13.1,3.8,17.4,4.5,39,1.5,0.00279,45,9.6,11.3,9.19,2.8,1.8,238,10.4,0.000205
2013.667123,0.00636,66.8,21.2,13.8,4.2,18.9,5.5,45.3,1.6,0.00279,52.7,11.7,13.2,9.17,3.1,1.9,286,12.5,0.000207
2013.749315,0.0063,79.5,21.9,14.5,4.6,20.4,6.5,51.2,1.6,0.00282,60.1,13.8,15,9.15,3.3,2,336,14.7,0.000213
2013.834247,0.0064,76.3,20.6,14,4.5,19.8,6.3,50.2,1.6,0.0029,58.9,13.6,14.8,9.15,3.2,1.9,324,14.8,0.000213
2013.916438,0.0067,55,16.9,12.1,3.8,16.7,5.1,39.8,1.3,0.00294,46.5,10.2,11.9,9.16,2.6,1.6,256,11.8,0.000217
2014.00137,0.00708,33,13.4,10.3,3.2,13.7,3.8,29.9,1.1,0.00285,34.6,6.9,9.1,9.18,2.1,1.3,189,8.7,0.000221
2014.086301,0.00971,35.8,13.2,9.9,3,13.3,3.8,29.1,1.1,0.00274,32.9,7.2,8.6,9.2,2.1,1.3,192,8.2,0.000224
2014.163014,0.01173,38.3,13.1,9.5,2.9,13.1,4,28.2,1.1,0.00262,32,7.4,8.3,9.2,2.1,1.2,201,8,0.000224
2014.247945,0.01181,35.9,12.9,9.2,3,13.6,4,27.9,1.1,0.00254,33.6,7.3,8.5,9.17,2,1.3,197,8.4,0.000225
2014.330137,0.01183,31.8,12.2,8.6,2.9,12.8,3.6,26.1,1,0.00245,32.4,6.8,8.3,9.14,1.9,1.2,179,8,0.000221
2014.415068,0.01178,26.5,10.9,7.7,2.4,10.3,2.9,22.5,0.8,0.0023,27.7,5.7,7.7,9.11,1.7,1.1,148,6.7,0.000221
2014.49726,0.01111,26,11.5,8.2,2.4,10.3,2.8,23,0.9,0.00216,26.5,5.5,7.8,9.15,1.7,1.1,142,6.3,0.000217
2014.582192,0.01025,28.1,12.7,9.1,2.5,11.2,2.9,24.8,1,0.00215,26.5,5.6,8,9.21,1.7,1.2,149,6.2,0.000217
2014.667123,0.00741,38.9,15.2,9.5,2.9,14.2,3.5,29.6,1.2,0.00216,29.8,7,8.7,9.13,2,1.4,180,6.9,0.000217
2014.749315,0.00649,49.8,16.8,11.9,3.4,15.1,4.3,35.7,1.3,0.00221,41,9.2,10.4,9.16,2.5,1.6,219,9.5,0.000216
2014.834247,0.00569,34.5,12.7,9.1,2.6,12.8,3,25.6,1.1,0.00232,28.3,6.4,7.6,9.11,2,1.3,154,6.3,0.000217
2014.916438,0.00505,38.9,13.7,10,2.9,12.5,3.3,28.4,1.2,0.00242,30.6,7,8.5,9.06,2,1.4,170,6.8,0.000216
2015.00137,0.00516,29.5,13.3,9.5,2.5,11.8,3,26.5,1.1,0.00259,28.9,5.9,7.8,9.05,1.9,1.3,153,6.4,0.000217
2015.086301,0.00562,30.7,13.6,9.7,2.7,12,3.2,26.9,1.1,0.00287,29.3,6.1,8.2,9.08,2,1.3,161,6.6,0.000216
2015.163014,0.00609,32,14,10,2.8,12.1,3.3,27.4,1.1,0.003,29.8,6.2,8.6,9.1,2,1.4,165,6.5,0.000212
